String_1,String_2,Language
0yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,0y*x*
1fkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffkkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffkkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffkkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffkkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffkkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffkkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffkkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffkkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffkkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffkkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffkkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffkkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffkkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffffkkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffkkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffffffkkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffkkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffffffffkkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffkkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffffffffffkkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffkkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffffffffffffkkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffkkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffffffffffffffkkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffkkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffffffffffffffffkkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffkk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1ffffffffffffffffffffffffffffffk,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffkkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffkkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffkkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffkkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffkkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffkkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffkkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffkkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffkkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffkkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffkkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffkkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffffkkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffffkkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffffffkkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffffffkkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffffffffkkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffffffffkkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffffffffffkkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffffffffffkkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffffffffffffkkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffffffffffffkkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffffffffffffffkkkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffffffffffffffkkkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffffffffffffffffkkk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffffffffffffffffkk,1f*k*
1fffffffffffffffffffffffffffffff,fffffffffffffffffffffffffffffffk,1f*k*
1fffffffffffffffffffffffffffffff,ffffffffffffffffffffffffffffffff,1f*k*
7qbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqbbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqbbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqbbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqbbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqbbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqbbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqbbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqbbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqbbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqbbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqbbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqbbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqbbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqbbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqbbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqbbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqbbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqbbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqbbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqbbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqbbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqbbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqbbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqbbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqbbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqbbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqbb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqb,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqbbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqbbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqbbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqbbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqbbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqbbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqbbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqbbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqbbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqbbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqbbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqbbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqbbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqbbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqbbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqbbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqbbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqbbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqbbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqbbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqbbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqbbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqbbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqbbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqbbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqbbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqbb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqb,7q*b*
7qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,7q*b*
jq222222222222222222222222222222,22222222222222222222222222222222,jq*2*
jqq22222222222222222222222222222,22222222222222222222222222222222,jq*2*
jqqq2222222222222222222222222222,22222222222222222222222222222222,jq*2*
jqqqq222222222222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqq22222222222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqq2222222222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqq222222222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqq22222222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqq2222222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqq222222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqq22222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqq2222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqq222222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqq22222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqq2222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqq222222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqq22222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqq2222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqq222222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqq22222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqq2222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqq222222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqq22222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqq2222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqq222222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqq22222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqq2222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqq222,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqq22,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,22222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,q2222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qq222222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqq22222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqq2222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqq222222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqq22222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqq2222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqq222222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqq22222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqq2222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqq222222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqq22222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqq2222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqq222222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqq22222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqq2222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqq222222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqq22222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqq2222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqq222222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqq22222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqq2222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqq222222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqq22222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqq2222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqq222222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqq22222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqq2222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqq222,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqq22,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2,jq*2*
jqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,jq*2*
cp888888888888888888888888888888,88888888888888888888888888888888,cp*8*
cpp88888888888888888888888888888,88888888888888888888888888888888,cp*8*
cppp8888888888888888888888888888,88888888888888888888888888888888,cp*8*
cpppp888888888888888888888888888,88888888888888888888888888888888,cp*8*
cppppp88888888888888888888888888,88888888888888888888888888888888,cp*8*
cpppppp8888888888888888888888888,88888888888888888888888888888888,cp*8*
cppppppp888888888888888888888888,88888888888888888888888888888888,cp*8*
cpppppppp88888888888888888888888,88888888888888888888888888888888,cp*8*
cppppppppp8888888888888888888888,88888888888888888888888888888888,cp*8*
cpppppppppp888888888888888888888,88888888888888888888888888888888,cp*8*
cppppppppppp88888888888888888888,88888888888888888888888888888888,cp*8*
cpppppppppppp8888888888888888888,88888888888888888888888888888888,cp*8*
cppppppppppppp888888888888888888,88888888888888888888888888888888,cp*8*
cpppppppppppppp88888888888888888,88888888888888888888888888888888,cp*8*
cppppppppppppppp8888888888888888,88888888888888888888888888888888,cp*8*
cpppppppppppppppp888888888888888,88888888888888888888888888888888,cp*8*
cppppppppppppppppp88888888888888,88888888888888888888888888888888,cp*8*
cpppppppppppppppppp8888888888888,88888888888888888888888888888888,cp*8*
cppppppppppppppppppp888888888888,88888888888888888888888888888888,cp*8*
cpppppppppppppppppppp88888888888,88888888888888888888888888888888,cp*8*
cppppppppppppppppppppp8888888888,88888888888888888888888888888888,cp*8*
cpppppppppppppppppppppp888888888,88888888888888888888888888888888,cp*8*
cppppppppppppppppppppppp88888888,88888888888888888888888888888888,cp*8*
cpppppppppppppppppppppppp8888888,88888888888888888888888888888888,cp*8*
cppppppppppppppppppppppppp888888,88888888888888888888888888888888,cp*8*
cpppppppppppppppppppppppppp88888,88888888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppp8888,88888888888888888888888888888888,cp*8*
cpppppppppppppppppppppppppppp888,88888888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppp88,88888888888888888888888888888888,cp*8*
cpppppppppppppppppppppppppppppp8,88888888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,88888888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,p8888888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pp888888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppp88888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppp8888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppp888888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppp88888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppp8888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppp888888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppp88888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppp8888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppp888888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppp88888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppp8888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppp888888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppp88888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppp8888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppppp888888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppppp88888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppppppp8888888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppppppp888888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppppppppp88888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppppppppp8888888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppppppppppp888888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppppppppppp88888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppppppppppppp8888888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppppppppppppp888888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppppppppppppppp88888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppppppppppppppp8888,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppppppppppppppppp888,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppppppppppppppppp88,cp*8*
cppppppppppppppppppppppppppppppp,ppppppppppppppppppppppppppppppp8,cp*8*
cppppppppppppppppppppppppppppppp,pppppppppppppppppppppppppppppppp,cp*8*
pf000000000000000000000000000000,00000000000000000000000000000000,pf*0*
pff00000000000000000000000000000,00000000000000000000000000000000,pf*0*
pfff0000000000000000000000000000,00000000000000000000000000000000,pf*0*
pffff000000000000000000000000000,00000000000000000000000000000000,pf*0*
pfffff00000000000000000000000000,00000000000000000000000000000000,pf*0*
pffffff0000000000000000000000000,00000000000000000000000000000000,pf*0*
